,formatted_readme,summary,prompt_text,generated_summary
761,// TODO: Rather than specifically ignore some item // maybe it would be better to specifically state // what items are of interest. Otherwise we may still // be acting on other events we don't need,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: Rather than specifically ignore some item // maybe it would be better to specifically state // what items are of interest. Otherwise we may still // be acting on other events we don't need

### Response:",DESIGN.
762,// TODO: Need to add FileChooser ,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: Need to add FileChooser

### Response:",IMPLEMENTATION.
763,"// TODO: BooleanExpresion is removed from UML2.x, is it OK to use // ValueSpecification?",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: BooleanExpresion is removed from UML2.x, is it OK to use // ValueSpecification?

### Response:",DESIGN. IMPLEMENTATION.
764,"//note that this method could easily be moved up to BasicEntityPersister, //if we ever needed to reuse it from other subclasses",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
//note that this method could easily be moved up to BasicEntityPersister, //if we ever needed to reuse it from other subclasses

### Response:",DESIGN.
765,// ignore; job was cancelled // FIXME: Is this ok?,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// ignore; job was cancelled // FIXME: Is this ok?

### Response:",DESIGN.
766,// TODO: Bob says - we should not be listening here for // addition and removal of attributes. This should be done in // FigAttributesCompartment.,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: Bob says - we should not be listening here for // addition and removal of attributes. This should be done in // FigAttributesCompartment.

### Response:",DESIGN.
767,"/** * Command executes the search. * <p> * In case new result results arrive, it ensures that all interested * listeners are notified from inside the EDT. * <p> * FIXME: fdietz: No locking of folders currently implemented! TODO: fdietz: * create new Command for every provider to introduce real ""parallel"" search * * fdietz */",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/** * Command executes the search. * <p> * In case new result results arrive, it ensures that all interested * listeners are notified from inside the EDT. * <p> * FIXME: fdietz: No locking of folders currently implemented! TODO: fdietz: * create new Command for every provider to introduce real ""parallel"" search * * fdietz */

### Response:",IMPLEMENTATION.
768,"// Allow the mimetype of the file to control the content type // This is not obvious in GUI if you are not uploading any files, // but just sending the content of nameless parameters // TODO: needs a multiple file upload scenerio",IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// Allow the mimetype of the file to control the content type // This is not obvious in GUI if you are not uploading any files, // but just sending the content of nameless parameters // TODO: needs a multiple file upload scenerio

### Response:",DESIGN.
769,"/** * This form used from annotations (?). Essentially the same as the above using a * resultset-mapping reference, but without cacheMode, readOnly, and comment. * * FIXME: annotations do not use it, so it can be remove from my POV * * * * query The sql query string * resultSetRef The result-set-mapping name * querySpaces Any specified query spaces (used for auto-flushing) * cacheable Whether the query results are cacheable * cacheRegion If cacheable, the region into which to store the results * timeout A JDBC-level timeout to be applied * fetchSize A JDBC-level fetch-size to be applied * flushMode The flush mode to use for this query * parameterTypes parameter type map * callable Does the query string represent a callable object (i.e., proc) */",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/** * This form used from annotations (?). Essentially the same as the above using a * resultset-mapping reference, but without cacheMode, readOnly, and comment. * * FIXME: annotations do not use it, so it can be remove from my POV * * * * query The sql query string * resultSetRef The result-set-mapping name * querySpaces Any specified query spaces (used for auto-flushing) * cacheable Whether the query results are cacheable * cacheRegion If cacheable, the region into which to store the results * timeout A JDBC-level timeout to be applied * fetchSize A JDBC-level fetch-size to be applied * flushMode The flush mode to use for this query * parameterTypes parameter type map * callable Does the query string represent a callable object (i.e., proc) */

### Response:",DESIGN.
770,// TODO ( fdietz): make i18n!,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO ( fdietz): make i18n!

### Response:",DESIGN.
771,/** * SAXException when things go wrong with SAX * IOException when there's an IO error * ParserConfigurationException when the parser finds wrong syntax * * TODO: Unused? */,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/** * SAXException when things go wrong with SAX * IOException when there's an IO error * ParserConfigurationException when the parser finds wrong syntax * * TODO: Unused? */

### Response:",DESIGN.
772,/** * This sets up the editing domain for the model editor. * * TODO: We probably need an EditingDomain per Argo project so that we can * keep the ResourceSets separate. */,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/** * This sets up the editing domain for the model editor. * * TODO: We probably need an EditingDomain per Argo project so that we can * keep the ResourceSets separate. */

### Response:",DESIGN. Implementing this as a singleton is probably not the best * design.
773,// FIXME: Document difference between warn and warning (or rename one better),DOCUMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// FIXME: Document difference between warn and warning (or rename one better)

### Response:",DOCUMENTATION.
774,// Programming error: bail out.,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// Programming error: bail out.

### Response:",DESIGN. Defensive programming.
775,// TODO: Make this more efficient for large I/Os,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: Make this more efficient for large I/Os

### Response:",DESIGN. I/O is currently a blocking operation.
776,"// The property is an id's thing -- either a property // or a path. We need to make sure // that the object was created with the given id. // We don't have an adequate way of testing the actual // *value* of the Path object, though...",TEST,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// The property is an id's thing -- either a property // or a path. We need to make sure // that the object was created with the given id. // We don't have an adequate way of testing the actual // *value* of the Path object, though...

### Response:",TEST.
777,// TODO fdietz: no paging used currently // show only first 5 results,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO fdietz: no paging used currently // show only first 5 results

### Response:",DESIGN.
778,//TODO: design new lifecycle for ProxyFactory,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
//TODO: design new lifecycle for ProxyFactory

### Response:",DESIGN.
779,/* TODO should come up with a better name for the menu item */,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/* TODO should come up with a better name for the menu item */

### Response:",DESIGN.
780,// TODO: This needs to be double checked. - tfm,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: This needs to be double checked. - tfm

### Response:",IMPLEMENTATION.
781,// TODO: add and delete not currently supported // $NON-NLS-1$,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: add and delete not currently supported // $NON-NLS-1$

### Response:",IMPLEMENTATION.
782,/* TODO: Support navigability. * The code below causes and exception in FigAssociationEndAnnotation. */,DEFECT,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/* TODO: Support navigability. * The code below causes and exception in FigAssociationEndAnnotation. */

### Response:",DEFECT.
783,// AHA! // this is probably the only way to fix this,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// AHA! // this is probably the only way to fix this

### Response:",DESIGN.
784,//DMS should we let this exception out?,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
//DMS should we let this exception out?

### Response:",DESIGN.
785,/* TODO: Indicate the direction! */,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/* TODO: Indicate the direction! */

### Response:",IMPLEMENTATION.
786,// TODO: I18N required,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: I18N required

### Response:",IMPLEMENTATION.
787,// not needed,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// not needed

### Response:",IMPLEMENTATION.
788,/* Note: which of these things should be checked at parse time vs. run time? */,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/* Note: which of these things should be checked at parse time vs. run time? */

### Response:",DESIGN. I think the parser should check for invalid names at parse time.
