,formatted_readme,summary,prompt_text,generated_summary
8878,// ------- Abstract methods without a default implementation -------,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// ------- Abstract methods without a default implementation -------

### Response:",NO.
8879,// $NON-NLS-1$,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// $NON-NLS-1$

### Response:","NO. The property is not a string, so we cannot use this code"
8880,//$NON-NLS-1$,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//$NON-NLS-1$

### Response:",NO. The property is not a collection...
8881,//}}},NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//}}}

### Response:",NO. //}}}
8882,// TODO: Do we need this one. */,YES.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// TODO: Do we need this one. */

### Response:",YES.equals(answer);
8883,"// Create a page, set the title, and the initial model file name. //",NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Create a page, set the title, and the initial model file name. //

### Response:",NO. The page is created by the browser when the user requests it
8884,// Install direct java methods with mangled name so 'send' can call them directly.,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Install direct java methods with mangled name so 'send' can call them directly.

### Response:",NO.
8885,// TODO: is this the correct default?,YES.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// TODO: is this the correct default?

### Response:",YES.
8886,// remove comments,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// remove comments

### Response:",NO. Comments are not removed
8887,//}}},NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//}}}

### Response:",NO. //}}}
8888,/* TODO: joinKeyColumnName & foreignKeyColumnName should be called either here or at a * slightly higer level in the stack (to get all the information we need) * Right now HbmBinder does not support the */,YES.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* TODO: joinKeyColumnName & foreignKeyColumnName should be called either here or at a * slightly higer level in the stack (to get all the information we need) * Right now HbmBinder does not support the */

### Response:",YES.joinColumns is not supported yet.
8889,// add message to folder,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// add message to folder

### Response:",NO. The folder is added automatically when the message is saved.
8890,"// Walk up the scope tree right now as much as possible, to avoid run-time walking // SSS FIXME: Any reason why this might break in the presence of ruby's dynamic resolution? What might break?",YES.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Walk up the scope tree right now as much as possible, to avoid run-time walking // SSS FIXME: Any reason why this might break in the presence of ruby's dynamic resolution? What might break?

### Response:",YES.
8891,// scan source directories and dest directory to build up // compile lists,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// scan source directories and dest directory to build up // compile lists

### Response:",NO. The build file is supposed to contain the compile lists.
8892,//}}},NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//}}}

### Response:",NO. //}}}
8893,"// If there are N slashes, then we want N-1.",NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// If there are N slashes, then we want N-1.

### Response:",NO.slashes is 1-based
8894,//}}},NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//}}}

### Response:",NO. //}}}
8895,//),NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//)

### Response:",NO.stringDefinition
8896,// found mail component frame,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// found mail component frame

### Response:",NO.
8897,// check a set of parent/child nodes in the from-clause tree // to determine if a comma is required between them,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// check a set of parent/child nodes in the from-clause tree // to determine if a comma is required between them

### Response:",NO. The comma is checked in the next clause.
8898,//{{{ ToolBarEditDialog class,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//{{{ ToolBarEditDialog class

### Response:",NO.
8899,// set a custom background for the chart,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// set a custom background for the chart

### Response:",NO. A background image will be applied using the // setBackground() method.
8900,// its a long option,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// its a long option

### Response:",NO.
8901,//{{{ load() method,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//{{{ load() method

### Response:",NO.
8902,//$NON-NLS-1$,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//$NON-NLS-1$

### Response:",NO. The property is not a collection...
8903,// Set the tooltip string:,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Set the tooltip string:

### Response:",NO.tooltiptext
8904,// variables // ======================================================================== // non visible // ------------------------------------------------------------------------ // Logger for this class,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// variables // ======================================================================== // non visible // ------------------------------------------------------------------------ // Logger for this class

### Response:",NO.
8905,"// Not synch, but it is not modified after creation",NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Not synch, but it is not modified after creation

### Response:",NO. A threadsafe version of this would be nice.
8906,"// load always uses IRubyObject[], so simple closure offset calculation here",NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// load always uses IRubyObject[], so simple closure offset calculation here

### Response:",NO.closures is the correct value.
8907,// Set up reader to be first filter in chain,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Set up reader to be first filter in chain

### Response:",NO. The first filter in chain should be set up by the caller.
8908,//}}} //}}},NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//}}} //}}}

### Response:",NO.
8909,//,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//

### Response:",NO.class
8910,// Either delegate the call or return nothing. //,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Either delegate the call or return nothing. //

### Response:",NO. Delegation is done via the proxy mechanism. //
8911,// Skip any whitespace till we should be on a quote symbol.,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Skip any whitespace till we should be on a quote symbol.

### Response:",NO.
8912,// Tainting here if we ever want it. (secure 4),NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Tainting here if we ever want it. (secure 4)

### Response:",NO. Tainting is not done here because it is done in the parent.
8913,// Build an activity graph with a single action state // the way the GUI would,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Build an activity graph with a single action state // the way the GUI would

### Response:",NO. The activity graph is built by the action state when it is created
8914,// how many times we had to wait to queue a sample,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// how many times we had to wait to queue a sample

### Response:",NO.
